depmap_id	cell_line_display_name	lineage_1	lineage_2	lineage_3	lineage_6	lineage_4
ACH-001328	A431	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma		
ACH-001374	PA1	Ovary/Fallopian Tube	Ovarian Germ Cell Tumor	Mixed Germ Cell Tumor		
ACH-000580	C32	Skin	Melanoma	Melanoma		
ACH-000406	U937	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	PICALM::MLLT10, TP53, PTPN11, JAK3 and CCND3	
ACH-001334	C4I	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-001636	RAMOS	Lymphoid	Non-Hodgkin Lymphoma	Non-Hodgkin Lymphoma	MYC::IGH	
ACH-000052	A673	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::FLI	
ACH-000046	ACHN	Kidney	Renal Cell Carcinoma	Papillary Renal Cell Carcinoma		
ACH-000219	A375	Skin	Melanoma	Melanoma		
ACH-000558	A172	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000188	SCC25	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000181	SCC9	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000567	ST486	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-000440	CA46	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-000583	MC116	Lymphoid	Non-Hodgkin Lymphoma	Mature B-Cell Neoplasms		
ACH-000965	RL952	Uterus	Endometrial Carcinoma	Uterine Adenosquamous Carcinoma		
ACH-000304	WM115	Skin	Melanoma	Melanoma		
ACH-001239	WM2664	Skin	Melanoma	Melanoma		
ACH-000222	ASPC1	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000535	BXPC3	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000571	T98G	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000880	AGS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000977	LNCAPCLONEFGC	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma		
ACH-000522	UMUC3	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001321	TT	Thyroid	Medullary Thyroid Cancer	Medullary Thyroid Cancer		
ACH-000114	SU8686	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-001075	NCIH292	Lung	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung		
ACH-000138	CFPAC1	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000059	SUPB15	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	BCR::ABL1	
ACH-000649	786O	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000411	769P	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000953	SUPT1	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1 DP-like	
ACH-002291	NTERA2CLD1	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma		
ACH-000401	COLO800	Skin	Melanoma	Cutaneous Melanoma		
ACH-000644	COLO829	Skin	Melanoma	Cutaneous Melanoma		
ACH-000449	MESSA	Uterus	Uterine Sarcoma/Mesenchymal	Uterine Sarcoma/Mesenchymal		
ACH-000906	ES2	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer		
ACH-000094	HPAFII	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000387	TF1	Myeloid	Acute Myeloid Leukemia	AML, NOS	CBFA2T3::ABHD12 and TP53	
ACH-000863	DBTRG05MG	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000072	MEG01	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+		
ACH-000703	DMS79	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-001711	PFSK1	CNS/Brain	Embryonal Tumor	Primitive Neuroectodermal Tumor		
ACH-000698	DMS53	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000530	DMS114	Lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor		
ACH-001578	NCCIT	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma		
ACH-000335	MSTO211H	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Biphasic Type		
ACH-000832	CAL27	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000748	SJSA1	Bone	Osteosarcoma	Osteosarcoma		
ACH-000074	KU812	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	BCR::ABL1	
ACH-000009	C2BBE1	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000061	HH	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms		
ACH-000270	HPAC	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-001598	NCIH295R	Adrenal Gland	Adrenocortical Carcinoma	Adrenocortical Carcinoma		
ACH-000007	LS513	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000260	SKNAS	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-001702	VAESBJ	Soft Tissue	Epithelioid Sarcoma	Epithelioid Sarcoma		
ACH-000341	SKNFI	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-000366	SKNDZ	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-000252	LS1034	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000985	LS411N	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000384	SW780	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000677	SW1573	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000155	SW1990	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-001398	SW156	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000890	SW1271	Lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor		
ACH-000790	SHP77	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-002214	BC1	Lymphoid	Mature B-Cell Neoplasms	Primary Effusion Lymphoma		
ACH-002478	BC2	Lymphoid	Mature B-Cell Neoplasms	Primary Effusion Lymphoma		
ACH-000221	SNU398	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000420	SNU449	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000483	SNU182	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000478	SNU387	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000493	SNU423	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000914	HT	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000371	RL	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001188	SHSY5Y	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-000312	SKNBE2	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-000120	CHP212	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-002215	BC3	Lymphoid	Mature B-Cell Neoplasms	Primary Effusion Lymphoma		
ACH-000334	DB	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000923	BCP1	Lymphoid	Mature B-Cell Neoplasms	Primary Effusion Lymphoma		
ACH-001828	HCC1739BL	Lymphoid	Non-Cancerous	Matched Normal		
ACH-000152	M059K	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000162	GA10	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-000952	MDAPCA2B	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma		
ACH-000956	22RV1	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma		
ACH-000060	PANC1005	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000139	PANC0327	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000417	PANC0813	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000042	PANC0203	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000031	PANC0213	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000235	PANC0403	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000093	PANC0504	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000943	RKO	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000819	LN18	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000595	LN229	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000081	GDM1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	MNX1 SV and PTPN11	
ACH-000104	LOUCY	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	ETP-like, SET::NUP214	
ACH-001498	FARAGE	Lymphoid	Mature B-Cell Neoplasms	Germinal Center B-Cell Type		
ACH-000285	TOLEDO	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000140	PFEIFFER	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-003307	Het1A	Unknown	Non-Cancerous	Transformed cell line		
ACH-000263	KASUMI1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	RUNX1::RUNX1T1, TP53, RAD21 and KIT	
ACH-002668	KASUMI3	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	MECOM SV, ETV6 and TP53	
ACH-000080	BDCM	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia		
ACH-000166	KASUMI6	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	KMT2A-PTD and FLT3	
ACH-001422	WPE1NA22	Prostate	Non-Cancerous	Immortalized Epithelial Cells, Prostate		
ACH-000012	HCC827	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000150	HCC2935	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000066	HCC4006	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000115	VCAP	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma		
ACH-001418	UWB1289	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-000664	SUDHL1	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive		
ACH-002498	SUDHL2	Lymphoid	Mature B-Cell Neoplasms	Activated B-cell Type		
ACH-000365	SUDHL4	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000611	SUDHL6	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000271	SUDHL10	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-000287	NUDUL1	Lymphoid	Mature B-Cell Neoplasms	Activated B-cell Type		
ACH-001667	SUCCS1	Soft Tissue	Clear Cell Sarcoma	Clear Cell Sarcoma		
ACH-002499	UACC3199	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	HER2+	
ACH-001683	UACC3133	Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	ER+, HER2+	
ACH-002500	Z138	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma		
ACH-003065	CHLA02ATRT	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor		
ACH-003067	CHLA01RMED	CNS/Brain	Embryonal Tumor	Medulloblastoma		
ACH-001028	CHLA06ATRT	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor		
ACH-001794	93T449	Soft Tissue	Liposarcoma	Well-Differentiated Liposarcoma		
ACH-003105	VMM917	Skin	Melanoma	Melanoma		
ACH-001228	UPCISCC152	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-002013	MM28	Eye	Ocular Melanoma	Uveal Melanoma		
ACH-003226	UCH11R	Bone	Chordoma	Chordoma		
ACH-003313	HuLaPC	Unknown	Non-Cancerous	Transformed cell line		
ACH-003107	JMP1	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma		
ACH-003100	EJ1	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-003106	RC	Lymphoid	Mature B-Cell Neoplasms	Germinal Center B-Cell Type		
ACH-003108	HF	Lymphoid	Mature B-Cell Neoplasms	Germinal Center B-Cell Type		
ACH-003101	Z119	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	BCR::ABL1	
ACH-003103	Z181	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	BCR::ABL1	
ACH-003227	UCH17M	Bone	Chordoma	Chordoma		
ACH-003099	UCSFOT1109	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001370	OCIP5X	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-001369	OCIC5X	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer		
ACH-003308	THLE3	Unknown	Non-Cancerous	Transformed cell line		
ACH-000900	NCIH23	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000510	NCIH1299	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000860	NCIH358	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000343	NCIH522	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000775	NCIH727	Lung	Lung Neuroendocrine Tumor	Lung Carcinoid		
ACH-000789	NCIH810	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000297	NCIH889	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000980	NCIH1155	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000648	NCIH28	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-000427	NCIN87	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma		
ACH-000752	NCIH196	Lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor		
ACH-000639	NCIH211	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000367	NCIH226	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-000816	NCIH524	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000378	NCIH647	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma		
ACH-000945	NCIH650	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-003071	NCIH748	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-003061	NCIH774	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000416	NCIH838	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000292	NCIH841	Lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor		
ACH-000866	NCIH1048	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000514	NCIH1092	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000780	NCIH1105	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000129	NCIH1341	Cervix	Small Cell Neuroendocrine Carcinoma of the Cervix	Small Cell Neuroendocrine Carcinoma of the Cervix		
ACH-000666	NCIH1355	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000845	NCIH1373	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000737	NCIH1385	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000327	NCIH1395	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-001591	NCIH1417	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000852	NCIH1435	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000589	NCIH1437	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000892	NCIH1563	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000869	NCIH1568	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000015	NCIH1581	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000916	NCIH1573	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000179	NCIH1618	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000744	NCIH1623	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000766	NCIH1648	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000893	NCIH1651	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000448	NCIH1666	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000021	NCIH1693	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000431	NCIH1694	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000747	NCIH1703	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000675	NCIH1734	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000379	NCIH1781	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000496	NCIH1792	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000888	NCIH1793	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000559	NCIH1836	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000733	NCIH1838	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000894	NCIH1869	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000586	NCIH1876	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-002490	NCIH1882	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000434	NCIH1915	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000870	NCIH1930	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000587	NCIH1975	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000886	NCIH2009	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000781	NCIH2023	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000521	NCIH2030	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000153	NCIH2052	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Sarcomatoid Type		
ACH-000590	NCIH2073	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000394	NCIH2081	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000841	NCIH2087	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000929	NCIH2110	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer		
ACH-000481	NCIH2170	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000525	NCIH2171	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000924	NCIH2172	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer		
ACH-000399	NCIH2196	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000447	NCIH2228	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000912	NCIH2286	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000718	NCIH2291	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000951	NCIH2342	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000875	NCIH2347	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000121	NCIH2405	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000186	NCIH2444	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer		
ACH-000092	NCIH2452	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Biphasic Type		
ACH-000932	SNU1	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000303	SNU5	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000581	SNU16	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000729	NCIH1963	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000311	NCIH2122	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000134	HS274T	Fibroblast	Non-Cancerous	Fibroblast, Breast		
ACH-000069	HS611T	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma		
ACH-000063	HS616T	Fibroblast	Non-Cancerous	Fibroblast, Lymphoid		
ACH-000306	HS688AT	Fibroblast	Non-Cancerous	Fibroblast, Skin		
ACH-000850	HS698T	Fibroblast	Non-Cancerous	Fibroblast, Colorectal		
ACH-000071	HS706T	Fibroblast	Non-Cancerous	Fibroblast, Bone		
ACH-000185	HS737T	Fibroblast	Non-Cancerous	Fibroblast, Bone		
ACH-000230	HS742T	Fibroblast	Non-Cancerous	Fibroblast, Breast		
ACH-000526	HS821T	Fibroblast	Non-Cancerous	Fibroblast, Bone		
ACH-000180	HS839T	Fibroblast	Non-Cancerous	Fibroblast, Skin		
ACH-000274	HS852T	Skin	Melanoma	Melanoma		
ACH-003111	HS856T	Soft Tissue	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma		
ACH-000119	HS863T	Fibroblast	Non-Cancerous	Fibroblast, Bone		
ACH-000340	HS870T	Fibroblast	Non-Cancerous	Fibroblast, Bone		
ACH-000154	HS888T	Fibroblast	Non-Cancerous	Fibroblast, Bone		
ACH-000043	HS895T	Fibroblast	Non-Cancerous	Fibroblast, Skin		
ACH-000135	HS940T	Fibroblast	Non-Cancerous	Fibroblast, Skin		
ACH-000441	SH4	Skin	Melanoma	Melanoma		
ACH-000772	TE441T	Soft Tissue	CIC-DUX4 Sarcoma	CIC-DUX4 Sarcoma	CIC::DUX4	
ACH-000125	TO175T	Fibroblast	Non-Cancerous	Fibroblast, Lymphoid		
ACH-003221	HS38T	Fibroblast	Non-Cancerous	Fibroblast		
ACH-000008	A101D	Skin	Melanoma	Melanoma		
ACH-001442	A388	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma		
ACH-001341	DOTC24510	Cervix	Mixed Cervical Carcinoma	Mixed Cervical Carcinoma		
ACH-000529	T173	Fibroblast	Non-Cancerous	Fibroblast, Bone		
ACH-000079	TE125T	Fibroblast	Non-Cancerous	Fibroblast, Soft Tissue		
ACH-001318	PLCPRF5	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-001571	MO	Lymphoid	Mature B-Cell Neoplasms	Hairy Cell Leukemia		
ACH-000077	MJ	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms		
ACH-001001	143B	Bone	Osteosarcoma	Osteosarcoma		
ACH-000050	NCIH929	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000557	AML193	Myeloid	Acute Myeloid Leukemia	AML with Myelodysplasia-Related Changes	SFPQ::ZFP36L1, NRAS, EZH2, PHF6	
ACH-000045	MV411	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	KMT2A::AFF1, FLT3-ITD, TP53, STAG2 and MGA	
ACH-000931	HMCB	Skin	Melanoma	Melanoma		
ACH-000293	KLE	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000858	KNS62	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000647	TE1	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000814	HS939T	Skin	Melanoma	Melanoma		
ACH-000632	HS944T	Skin	Melanoma	Cutaneous Melanoma		
ACH-000193	KARPAS620	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000051	TE617T	Soft Tissue	Rhabdomyosarcoma	Rhabdomyosarcoma		
ACH-002946	UKE1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-000625	HEP3B217	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000739	HEPG2	Liver	Hepatoblastoma	Hepatoblastoma		
ACH-000005	HEL9217	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia		
ACH-000437	SW1088	CNS/Brain	Diffuse Glioma	Astrocytoma		
ACH-000355	NCIH82	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000178	HS766T	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000396	J82	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000039	SKNMC	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::FLI	
ACH-000793	KATOIII	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Signet Ring Cell Carcinoma of the Stomach		
ACH-001671	TERA1	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma		
ACH-001672	TERA2	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma		
ACH-000163	SW579	Head and Neck	Head and Neck Squamous Cell Carcinoma	Head and Neck Squamous Cell Carcinoma		
ACH-000149	SKNSH	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-000940	AN3CA	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000954	HEC1A	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000941	HEC1B	Uterus	Endometrial Carcinoma	Endometrial Carcinoma		
ACH-000939	SKUT1	Uterus	Uterine Sarcoma/Mesenchymal	Uterine Leiomyosarcoma		
